_ts|_fl|id|name|real_position|real_position_side|known_name|short_name|last_name|first_name|middle_name|team_id|preferred_foot|club|caps|goals|jersey_num|country|birth_date|position
0|+|57145|Federico Fernández|Central Defender|Centre/Right|Federico Fernández|Federico Fernández|Fernández|Federico||632|Right|Napoli|26|2|17|Argentina|1989-02-21|Defender
0|+|54104|Sergio Busquets|Defensive Midfielder|Centre||Busquets|Busquets|Sergio||118|Right|Barcelona|66|0|16|Spain|1988-07-16|Midfielder
0|+|58813|André Almeida|Full Back|Right||Almeida|Almeida|André|Gomes Magalhães|359||Benfica|5|0|19|Portugal|1990-09-10|Defender
0|+|109404|Hiroki Sakai|Full Back|Right|Hiroki Sakai|Hiroki Sakai|Sakai|Hiroki||1266|Right|Hannover 96|17|0|21|Japan|1990-04-12|Defender
0|+|126437|Juan Quintero|Attacking Midfielder|Centre||Quintero|Quintero|Juan||832|Left|FC Porto|4|0|20|Colombia|1993-01-18|Midfielder
0|+|70496|Toni Sunjic|Central Defender|Centre||Sunjic|Sunjic|Toni||537||Zorya Luhansk|7|0|15|Bosnia and Herzegovina|1988-12-15|Defender
0|+|111457|Sead Kolasinac|Full Back|Left||Kolasinac|Kolasinac|Sead||537|Left|FC Schalke 04|4|0|5|Bosnia and Herzegovina|1993-06-20|Defender
0|+|52068|Serey Die|Defensive Midfielder|Centre|Serey Die|Serey Die|Gonzaroua Die|Sereso|Geoffroy|1221||Basel|7|0|20|Côte d'Ivoire|1984-11-07|Midfielder
0|+|7313|Andrea Pirlo|Central Midfielder|Centre||Pirlo|Pirlo|Andrea||119|Right|Juventus|109|13|21|Italy|1979-05-19|Midfielder
0|+|15208|Bastian Schweinsteiger|Central Midfielder|Centre||Schweinsteiger|Schweinsteiger|Bastian||357|Right|FC Bayern München|102|23|7|Germany|1984-08-01|Midfielder
0|+|76650|Antoine Griezmann|Attacking Midfielder|Left/Centre/Right||Griezmann|Griezmann|Antoine||368|Right|Real Sociedad|4|3|11|France|1991-03-21|Midfielder
0|+|37352|Salomon Kalou|Second Striker|Left/Centre/Right||Kalou|Kalou|Salomon|Armand|1221||Lille|67|22|8|Côte d'Ivoire|1985-08-05|Forward
0|+|37748|Bacary Sagna|Full Back|Right||Sagna|Sagna|Bacary||368||Unknown|41|0|15|France|1983-02-14|Defender
0|+|50038|Henrique|Central Defender|Centre|Henrique|Henrique|Adriano Buss|Henrique||614|Right|Napoli|5|0|15|Brazil|1986-10-14|Defender
0|+|37752|Hassan Yebda|Central Midfielder|Centre||Yebda|Yebda|Hassan||1215|Right|Granada CF|25|2|7|Algeria|1984-05-14|Midfielder
0|+|109434|Terence Kongolo|Central Defender|Centre||Kongolo|Kongolo|Terence||366||Feyenoord|1|0|14|Netherlands|1994-02-14|Defender
0|+|17279|David Villa|Striker|Centre||Villa|Villa|David||118|Both|Melbourne City|96|58|7|Spain|1981-12-03|Forward
0|+|9089|Ben Foster|Goalkeeper|Unknown||Foster|Foster|Ben|Anthony|114||West Bromwich Albion|7|0|13|England|1983-04-03|Goalkeeper
0|+|131971|Adam Taggart|Striker|Centre||Taggart|Taggart|Adam|Jake|575||Newcastle Jets|5|3|9|Australia|1993-06-02|Forward
0|+|33668|Cristian Rodríguez|Winger|Left||Rodríguez|Rodríguez|Cristian|Gabriel|837|Left|Atlético de Madrid|73|8|7|Uruguay|1985-09-30|Midfielder
0|+|39816|Sami Khedira|Defensive Midfielder|Centre||Khedira|Khedira|Sami||357|Right|Real Madrid|46|4|6|Germany|1987-04-04|Midfielder
0|+|66443|Dany Nounkeu|Central Defender|Centre||Nounkeu|Nounkeu|Dany|Achille|494||Besiktas|16|0|5|Cameroon|1986-04-11|Defender
0|+|16738|Ricardo Costa|Central Defender|Centre|Ricardo Costa|Ricardo Costa|Moreira da Costa|Ricardo Miguel||359|Right|Valencia CF|19|1|13|Portugal|1981-05-16|Defender
0|+|80784|Michael Uchebo|Striker|Centre||Uchebo|Uchebo|Michael|Okechukwu|1216||Cercle Brugge|4|1|20|Nigeria|1990-02-03|Forward
0|+|82845|Steven Beitashour|Full Back|Right||Beitashour|Beitashour|Steven||1042||Vancouver Whitecaps|6|0|20|Iran|1987-02-01|Defender
0|+|37793|Javi Martínez|Central Defender|Centre|Javi Martínez|Javi Martínez|Martínez Aguinaga|Javier||118|Right|FC Bayern München|17|0|4|Spain|1988-09-02|Defender
0|+|107428|Adrian Bone|Goalkeeper|Unknown||Bone|Bone|Adrian|Javier|830||El Nacional|3|0|12|Ecuador|1988-09-08|Goalkeeper
0|+|39847|Steven Defour|Central Midfielder|Centre||Defour|Defour|Steven|Arnold|360|Right|FC Porto|43|2|16|Belgium|1988-04-15|Midfielder
0|+|50089|Geoff Cameron|Central Defender|Centre||Cameron|Cameron|Geoff||596||Stoke City|27|1|20|USA|1985-07-11|Defender
0|+|13229|Alexander Kerzhakov|Striker|Centre||Kerzhakov|Kerzhakov|Alexander|Anatolyevich|536||Zenit St Petersburg|81|25|11|Russia|1982-11-27|Forward
0|+|64431|Lee Keun-Ho|Second Striker|Left/Centre/Right|Lee Keun-Ho|Lee Keun-Ho|Lee|Keun-Ho||1041||Sangju Sangmu|64|18|11|South Korea|1985-04-11|Forward
0|+|75592|Lorenzo Insigne|Second Striker|Left/Centre/Right||Insigne|Insigne|Lorenzo||119|Right|Napoli|5|1|22|Italy|1991-06-04|Forward
0|+|87539|Sammy Ndjock|Goalkeeper|Unknown||Ndjock|Ndjock|Sammy||494|Right|Antalyaspor|3|0|23|Cameroon|1990-02-25|Goalkeeper
0|+|41909|Steve Von Bergen|Central Defender|Centre||Von Bergen|Von Bergen|Steve||497|Right|BSC Young Boys|41|0|5|Switzerland|1983-06-10|Defender
0|+|50105|Roger Espinoza|Defensive Midfielder|Left/Centre||Espinoza|Espinoza|Roger|Aníbal|847||Wigan Athletic|42|4|15|Honduras|1986-10-25|Midfielder
0|+|13243|Diego Pérez|Defensive Midfielder|Centre||Pérez|Pérez|Diego|Fernando|837|Right|Bologna|89|2|15|Uruguay|1980-05-18|Midfielder
0|+|52156|Admir Mehmedi|Attacking Midfielder|Left/Centre/Right||Mehmedi|Mehmedi|Admir||497|Right|Sport-Club Freiburg|21|1|18|Switzerland|1991-03-16|Forward
0|+|17347|Darijo Srna|Wing Back|Right||Srna|Srna|Darijo||535||Shakhtar Donetsk|112|21|11|Croatia|1982-05-01|Defender
0|+|50117|Rafik Halliche|Central Defender|Centre||Halliche|Halliche|Rafik||1215||Académica de Coimbra|29|1|5|Algeria|1986-09-02|Defender
0|+|13262|Vincent Enyeama|Goalkeeper|Unknown||Enyeama|Enyeama|Vincent||1216||Lille|91|0|1|Nigeria|1982-08-29|Goalkeeper
0|+|15312|Martín Demichelis|Central Defender|Centre||Demichelis|Demichelis|Martín||632|Right|Manchester City|38|2|15|Argentina|1980-12-20|Defender
0|+|49656|Héctor Moreno|Central Defender|Centre|Héctor Moreno|Héctor Moreno|Moreno|Héctor|Alfredo|659|Left|Espanyol|53|1|15|Mexico|1988-01-17|Defender
0|+|62419|Nikica Jelavic|Striker|Centre||Jelavic|Jelavic|Nikica||535||Hull City|33|6|9|Croatia|1985-08-27|Forward
0|+|49657|Keisuke Honda|Second Striker|Centre||Honda|Honda|Keisuke||1266|Left|Milan|57|22|4|Japan|1986-06-13|Forward
0|+|11225|Sergei Ignashevitch|Central Defender|Centre||Ignashevitch|Ignashevitch|Sergei|Nikolaievich|536||CSKA Moscow|98|5|4|Russia|1979-07-14|Defender
0|+|19419|Gary Cahill|Central Defender|Centre||Cahill|Cahill|Gary|James|114||Chelsea|24|3|5|England|1985-12-19|Defender
0|+|37852|Mathieu Valbuena|Attacking Midfielder|Left/Centre/Right||Valbuena|Valbuena|Mathieu||368||Marseille|34|5|8|France|1984-09-28|Midfielder
0|+|82912|Bailey Wright|Central Defender|Left/Centre||Wright|Wright|Bailey|Colin|575||Preston North End|0|0|8|Australia|1992-07-28|Defender
0|+|95201|Michel Babatunde|Winger|Left||Babatunde|Babatunde|Michel||1216||Volyn Lutsk|5|0|18|Nigeria|1992-12-24|Midfielder
0|+|52194|Georgy Schennikov|Full Back|Left||Schennikov|Schennikov|Georgy|Mikhailovich|536||CSKA Moscow|4|0|3|Russia|1991-04-27|Defender
0|+|175078|Abdelmoumene Djabou|Winger|Right||Djabou|Djabou|Abdelmoumene||1215||Club Africain|7|1|18|Algeria|1987-01-31|Midfielder
0|+|15337|Tim Howard|Goalkeeper|Unknown||Howard|Howard|Tim|Matthew|596||Everton|99|0|1|USA|1979-03-06|Goalkeeper
0|+|15338|Brad Davis|Attacking Midfielder|Left/Centre||Davis|Davis|Brad|Joseph|596||Houston Dynamo|16|0|14|USA|1981-11-08|Midfielder
0|+|58877|Daley Blind|Central Defender|Centre||Blind|Blind|Daley||366|Both|Ajax|12|0|5|Netherlands|1990-03-09|Defender
0|+|95742|Matt McKay|Central Midfielder|Centre||McKay|McKay|Matt|Graham|575||Brisbane Roar|47|1|17|Australia|1983-01-11|Midfielder
0|+|41251|Eduardo|Goalkeeper|Unknown|Eduardo|Eduardo|Dos Reis Carvalho|Eduardo||359|Right|Sporting Braga|34|0|1|Portugal|1982-09-19|Goalkeeper
0|+|37880|Landry N'Guémo|Defensive Midfielder|Centre||N'Guémo|N'Guémo|Landry|Joel Tsafack|494||Bordeaux|40|2|7|Cameroon|1985-11-28|Midfielder
0|+|125945|Ramón Azeez|Central Midfielder|Centre||Azeez|Azeez|Ramón|Olamilekan|1216||Almería|2|0|15|Nigeria|1992-12-12|Midfielder
0|+|13308|Maxi Rodríguez|Attacking Midfielder|Left/Right|Maxi Rodríguez|Maxi Rodríguez|Rodríguez|Maximiliano|Rubén|632|Both|Newell's Old Boys|55|16|11|Argentina|1981-01-02|Midfielder
0|+|50175|Danny Welbeck|Striker|Left/Centre/Right||Welbeck|Welbeck|Danny|Nii Tackie Mensah|114||Manchester United|24|8|11|England|1990-11-26|Forward
0|+|99332|Jerry Bengtson|Striker|Centre||Bengtson|Bengtson|Jerry|Ricardo|847|Right|New England Revolution|44|19|11|Honduras|1987-04-08|Forward
0|+|7174|Antonio Cassano|Second Striker|Centre||Cassano|Cassano|Antonio||119|Right|Parma|37|10|10|Italy|1982-07-12|Forward
0|+|99335|Edder Delgado|Defensive Midfielder|Centre||Delgado|Delgado|Edder|Gerardo|847||Real Espana|27|0|12|Honduras|1986-11-20|Midfielder
0|+|99336|Brayan Beckeles|Full Back|Right||Beckeles|Beckeles|Brayan|Antonio|847||Club Deportivo Olimpia|24|1|21|Honduras|1985-11-28|Defender
0|+|9047|Glen Johnson|Full Back|Right||Johnson|Johnson|Glen|McLeod Cooper|114||Liverpool|52|1|2|England|1984-08-23|Defender
0|+|5139|Roman Weidenfeller|Goalkeeper|Unknown||Weidenfeller|Weidenfeller|Roman||357|Left|Borussia Dortmund|3|0|22|Germany|1980-08-06|Goalkeeper
0|+|27671|Stéphane Mbia|Defensive Midfielder|Centre||Mbia|Mbia|Stéphane||494||Queens Park Rangers|49|3|17|Cameroon|1986-05-20|Midfielder
0|+|37915|Hugo Lloris|Goalkeeper|Unknown||Lloris|Lloris|Hugo||368||Tottenham Hotspur|57|0|1|France|1986-12-26|Goalkeeper
0|+|82975|Jung Sung-Ryong|Goalkeeper|Unknown|Jung Sung-Ryong|Jung Sung-Ryong|Jung|Sung-Ryong||1041||Suwon Bluewings|61|0|1|South Korea|1985-01-04|Goalkeeper
0|+|5155|Miroslav Klose|Striker|Centre||Klose|Klose|Miroslav||357|Right|Lazio|132|69|11|Germany|1978-06-09|Forward
0|+|15403|Wesley Sneijder|Attacking Midfielder|Left/Centre/Right||Sneijder|Sneijder|Wesley||366|Right|Galatasaray|99|26|10|Netherlands|1984-06-09|Midfielder
0|+|102578|Héctor Herrera|Central Midfielder|Centre||Herrera|Herrera|Héctor|Miguel|659||FC Porto|13|0|6|Mexico|1990-04-19|Midfielder
0|+|56366|Ousmane Viera|Central Defender|Centre|Ousmane Viera|Ousmane Viera|Diarrassouba|Ousmane|Viera|1221||Çaykur Rizespor|1|0|2|Côte d'Ivoire|1986-12-21|Defender
0|+|27701|Abel Aguilar|Central Midfielder|Centre||Aguilar|Aguilar|Abel||832|Right|Toulouse|49|5|8|Colombia|1985-01-06|Midfielder
0|+|101433|Renato Ibarra|Winger|Right||Ibarra|Ibarra|Renato||830||Vitesse|18|0|5|Ecuador|1991-01-20|Midfielder
0|+|111674|Alireza Haghighi|Goalkeeper|Unknown|Alireza Haghighi|Alireza Haghighi|Haghighi|Alireza||1042||Rubin Kazan|6|0|12|Iran|1988-05-02|Goalkeeper
0|+|154685|Alex Wilkinson|Central Defender|Centre||Wilkinson|Wilkinson|Alex|William|575||Jeonbuk Hyundai Motors|3|0|22|Australia|1984-08-13|Defender
0|+|35903|Yasuyuki Konno|Central Defender|Left/Centre/Right||Konno|Konno|Yasuyuki||1266||Gamba Osaka|80|1|15|Japan|1983-01-25|Defender
0|+|40002|Matteo Darmian|Full Back|Left/Right||Darmian|Darmian|Matteo||119|Left|Torino|1|0|4|Italy|1989-12-02|Defender
0|+|19523|Souleymane Bamba|Central Defender|Centre||Bamba|Bamba|Souleymane||1221|Right|Trabzonspor|43|1|22|Côte d'Ivoire|1985-01-13|Defender
0|+|17476|Vincent Kompany|Central Defender|Centre||Kompany|Kompany|Vincent|Jean Mpoy|360||Manchester City|59|4|4|Belgium|1986-04-10|Defender
0|+|184502|Reza Haghighi|Defensive Midfielder|Centre|Reza Haghighi|Reza Haghighi|Haghighi|Reza||1042||Persepolis FC|9|0|8|Iran|1989-02-01|Midfielder
0|+|104512|Soudani|Striker|Centre|Soudani|Soudani|Soudani|El Arbi|Hillel|1215||Dinamo Zagreb|22|11|15|Algeria|1987-11-25|Forward
0|+|126030|Fabrice|Striker|Centre|Fabrice|Fabrice|Olinga Essono|Fabrice||494||Málaga|8|1|19|Cameroon|1996-05-12|Forward
0|+|32269|Blerim Dzemaili|Central Midfielder|Centre||Dzemaili|Dzemaili|Blerim||497|Right|Napoli|34|1|15|Switzerland|1986-04-12|Midfielder
0|+|157880|Yoichiro Kakitani|Striker|Centre||Kakitani|Kakitani|Yoichiro||1266||Cerezo Osaka|13|6|11|Japan|1990-01-03|Forward
0|+|37971|Blaise Matuidi|Defensive Midfielder|Centre||Matuidi|Matuidi|Blaise||368||Paris Saint Germain|23|3|14|France|1987-04-09|Midfielder
0|+|78937|Ioannis Fetfatzidis|Attacking Midfielder|Centre/Right||Fetfatzidis|Fetfatzidis|Ioannis||517||Genoa|19|3|18|Greece|1990-12-21|Midfielder
0|+|15207|Philipp Lahm|Full Back|Left/Right||Lahm|Lahm|Philipp||357|Right|FC Bayern München|106|5|16|Germany|1983-11-11|Defender
0|+|66749|Romelu Lukaku|Striker|Centre||Lukaku|Lukaku|Romelu|Menama|360||Chelsea|29|6|9|Belgium|1993-05-13|Forward
0|+|103955|Raheem Sterling|Second Striker|Left/Centre/Right||Sterling|Sterling|Raheem|Shaquille|114||Liverpool|4|0|19|England|1994-12-08|Forward
0|+|27764|Igor Denisov|Defensive Midfielder|Centre||Denisov|Denisov|Igor|Vladimirovich|536||Dynamo Moscow|44|0|7|Russia|1984-05-17|Midfielder
0|+|46197|Mario Mandzukic|Striker|Centre||Mandzukic|Mandzukic|Mario||535|Right|FC Bayern München|50|13|17|Croatia|1986-05-21|Forward
0|+|46198|Sammir|Attacking Midfielder|Centre|Sammir|Sammir|Cruz Campos|Jorge Sammir||535|Right|Getafe|6|0|19|Croatia|1987-04-23|Midfielder
0|+|46203|Gordon Schildenfeld|Central Defender|Centre||Schildenfeld|Schildenfeld|Gordon||535||Panathinaikos|21|0|13|Croatia|1985-03-18|Defender
0|+|83071|Osman Chávez|Central Defender|Centre|Osman Chávez|Osman Chávez|Chávez|Osman|Danilo|847||Qingdao Jonoon|54|0|2|Honduras|1984-07-29|Defender
0|+|52356|Jordi Alba|Full Back|Left||Alba|Alba|Jordi||118|Left|Barcelona|26|5|18|Spain|1989-03-21|Defender
0|+|100887|Mathew Leckie|Striker|Centre||Leckie|Leckie|Mathew||575|Right|FSV Frankfurt 1899|8|1|7|Australia|1991-02-04|Forward
0|+|27789|Fernandinho|Central Midfielder|Centre|Fernandinho|Fernandinho|Luiz Rosa|Fernando||614||Manchester City|7|1|5|Brazil|1985-05-04|Midfielder
0|+|31886|Aleksandr Samedov|Winger|Right||Samedov|Samedov|Aleksandr|Sergeyevich|536||Lokomotiv Moscow|17|3|19|Russia|1984-07-19|Midfielder
0|+|64657|Ognjen Vranjes|Central Defender|Centre||Vranjes|Vranjes|Ognjen||537||Elazigspor|13|0|6|Bosnia and Herzegovina|1989-10-24|Defender
0|+|83090|Shinji Kagawa|Attacking Midfielder|Left/Centre/Right||Kagawa|Kagawa|Shinji||1266||Manchester United|58|19|10|Japan|1989-03-17|Midfielder
0|+|81048|Josip Drmic|Striker|Centre||Drmic|Drmic|Josip||497|Right|1. FC Nürnberg|7|3|19|Switzerland|1992-08-08|Forward
0|+|15517|Kyle Beckerman|Defensive Midfielder|Centre||Beckerman|Beckerman|Kyle|Robert|596||Real Salt Lake|37|1|15|USA|1982-04-23|Midfielder
0|+|97443|Ismael Diomande|Defensive Midfielder|Centre||Diomande|Diomande|Ismael||1221||St Etienne|2|0|14|Côte d'Ivoire|1992-08-28|Midfielder
0|+|19620|Miguel Veloso|Defensive Midfielder|Centre||Veloso|Veloso|Miguel||359|Left|Dynamo Kyiv|49|2|4|Portugal|1986-05-11|Midfielder
0|+|60582|Danijel Subasic|Goalkeeper|Unknown||Subasic|Subasic|Danijel||535||Monaco|6|0|23|Croatia|1984-10-27|Goalkeeper
0|+|50343|Lazaros Christodoulopoulos|Attacking Midfielder|Left/Centre/Right||Christodoulopoulos|Christodoulopoulos|Lazaros||517|Both|Bologna|19|1|16|Greece|1986-12-19|Midfielder
0|+|19624|João Moutinho|Central Midfielder|Centre||Moutinho|Moutinho|João||359|Right|Monaco|68|2|8|Portugal|1986-09-08|Midfielder
0|+|32284|Maxi Pereira|Full Back|Right|Maxi Pereira|Maxi Pereira|Pereira Páez|Victorio Maximiliano||837|Right|Benfica|90|3|16|Uruguay|1984-06-08|Defender
0|+|66733|Juan Guillermo Cuadrado|Wing Back|Right||Cuadrado|Cuadrado|Juan Guillermo||832|Right|Fiorentina|28|4|11|Colombia|1988-05-26|Midfielder
0|+|68791|John Boye|Central Defender|Centre/Right||Boye|Boye|John||1219||Rennes|30|3|21|Ghana|1987-04-23|Defender
0|+|152760|Divock Origi|Striker|Centre||Origi|Origi|Divock|Okoth|360||Lille|2|0|17|Belgium|1995-04-18|Forward
0|+|50361|Gabriel Achilier|Central Defender|Centre||Achilier|Achilier|Gabriel|Eduardo|830||Emelec|23|0|21|Ecuador|1985-03-24|Defender
0|+|50362|Máximo Banguera|Goalkeeper|Unknown||Banguera|Banguera|Máximo|Orlando|830||Barcelona de Guayaquil|25|0|1|Ecuador|1985-12-16|Goalkeeper
0|+|42173|Felipe Caicedo|Striker|Centre||Caicedo|Caicedo|Felipe|Salvador|830|Left|Al Jazira Club|50|15|11|Ecuador|1988-09-05|Forward
0|+|50369|Pablo Armero|Wing Back|Left||Armero|Armero|Pablo||832|Left|West Ham United|53|1|7|Colombia|1986-11-02|Defender
0|+|111478|Joël Veltman|Central Defender|Centre||Veltman|Veltman|Joël||366||Ajax|2|0|13|Netherlands|1992-01-15|Defender
0|+|124102|Pavel Mogilevets|Attacking Midfielder|Left/Centre/Right||Mogilevets|Mogilevets|Pavel|Sergeyevich|536|Right|Zenit St Petersburg|1|0|15|Russia|1993-01-25|Midfielder
0|+|3273|Tim Cahill|Second Striker|Centre||Cahill|Cahill|Tim||575|Right|New York Red Bulls|70|33|4|Australia|1979-12-06|Forward
0|+|48332|Orestis Karnezis|Goalkeeper|Unknown||Karnezis|Karnezis|Orestis||517||Granada CF|19|0|1|Greece|1985-07-11|Goalkeeper
0|+|99129|José Cubero|Defensive Midfielder|Centre||Cubero|Cubero|José|Miguel|838||Herediano|36|2|22|Costa Rica|1987-02-14|Midfielder
0|+|40141|James Troisi|Winger|Left/Right||Troisi|Troisi|James||575|Left|Atalanta|11|1|14|Australia|1988-07-03|Midfielder
0|+|1814|Steven Gerrard|Central Midfielder|Centre||Gerrard|Gerrard|Steven|George|114||Liverpool|111|21|4|England|1980-05-30|Midfielder
0|+|18522|Pepe|Central Defender|Centre|Pepe|Pepe|Lima Ferreira|Képler Laveran||359|Right|Real Madrid|58|3|3|Portugal|1983-02-26|Defender
0|+|48348|Sergei Ryzhikov|Goalkeeper|Unknown||Ryzhikov|Ryzhikov|Sergei|Viktorovich|536||Rubin Kazan|1|0|16|Russia|1980-09-19|Goalkeeper
0|+|48353|Giannis Maniatis|Defensive Midfielder|Centre||Maniatis|Maniatis|Giannis||517||Olympiakos|30|0|2|Greece|1986-10-12|Midfielder
0|+|39462|Lucas Biglia|Central Midfielder|Centre||Biglia|Biglia|Lucas||632|Right|Lazio|19|0|6|Argentina|1986-01-30|Midfielder
0|+|52457|Victor|Goalkeeper|Unknown|Victor|Victor|Bagy|Victor Leandro||614||Atlético Mineiro|6|0|22|Brazil|1983-01-21|Goalkeeper
0|+|66797|Simon Mignolet|Goalkeeper|Unknown||Mignolet|Mignolet|Simon||360||Liverpool|14|0|12|Belgium|1988-03-06|Goalkeeper
0|+|66806|Kostas Manolas|Central Defender|Centre||Manolas|Manolas|Kostas||517||Olympiakos|9|0|4|Greece|1991-06-14|Defender
0|+|19705|Yoshito Okubo|Second Striker|Left/Centre/Right||Okubo|Okubo|Yoshito||1266||Kawasaki Frontale|56|6|13|Japan|1982-06-09|Forward
0|+|11527|Thiago Motta|Central Midfielder|Left/Centre||Motta|Motta|Thiago||119|Left|Paris Saint Germain|20|1|5|Italy|1982-08-28|Midfielder
0|+|77064|Jackson Martinez|Striker|Centre||Martinez|Martinez|Jackson||832||FC Porto|27|8|21|Colombia|1986-10-03|Forward
0|+|94425|Marcelo Brozovic|Central Midfielder|Centre||Brozovic|Brozovic|Marcelo||535||Dinamo Zagreb|1|0|14|Croatia|1992-11-16|Midfielder
0|+|66841|Mensur Mujdza|Wing Back|Right||Mujdza|Mujdza|Mensur||537|Right|Sport-Club Freiburg|24|0|13|Bosnia and Herzegovina|1984-03-28|Midfielder
0|+|66842|André Schürrle|Attacking Midfielder|Left/Right||Schürrle|Schürrle|André||357|Right|Chelsea|33|13|9|Germany|1990-11-06|Midfielder
0|+|61999|Martín Silva|Goalkeeper|Unknown||Silva|Silva|Martín|Andrés|837|Right|Vasco da Gama|4|0|23|Uruguay|1983-03-25|Goalkeeper
0|+|81456|Andreas Samaris|Attacking Midfielder|Left/Centre/Right||Samaris|Samaris|Andreas||517||Olympiakos|4|0|22|Greece|1989-06-13|Midfielder
0|+|44324|Henri Bedimo|Full Back|Left||Bedimo|Bedimo|Henri||494||Lyon|31|0|12|Cameroon|1984-06-04|Defender
0|+|40232|Gonzalo Higuaín|Striker|Centre||Higuaín|Higuaín|Gonzalo||632|Mostly Right|Napoli|36|20|9|Argentina|1987-12-10|Forward
0|+|70953|Asmir Avdukic|Goalkeeper|Unknown||Avdukic|Avdukic|Asmir||537||Borac Banja Luka|3|0|22|Bosnia and Herzegovina|1981-05-13|Goalkeeper
0|+|8432|José Reina|Goalkeeper|Unknown||Reina|Reina|José||118|Right|Napoli|32|0|23|Spain|1982-08-31|Goalkeeper
0|+|44336|Sofiane Feghouli|Attacking Midfielder|Left/Centre/Right||Feghouli|Feghouli|Sofiane||1215|Right|Valencia CF|18|5|10|Algeria|1989-12-26|Midfielder
0|+|44346|Olivier Giroud|Striker|Centre||Giroud|Giroud|Olivier||368|Left|Arsenal|30|8|9|France|1986-09-30|Forward
0|+|52540|Kevin Großkreutz|Wing Back|Right||Großkreutz|Großkreutz|Kevin||357|Right|Borussia Dortmund|5|0|2|Germany|1988-07-19|Defender
0|+|61898|Mix Diskerud|Attacking Midfielder|Centre|Mix Diskerud|Mix Diskerud|Diskerud|Mikkel|Morgenstar Pålssønn|596||Rosenborg|20|3|10|USA|1990-10-02|Midfielder
0|+|41184|Marouane Fellaini|Central Midfielder|Centre||Fellaini|Fellaini|Marouane||360||Manchester United|50|8|8|Belgium|1987-11-22|Midfielder
0|+|17733|Lukas Podolski|Second Striker|Left||Podolski|Podolski|Lukas||357|Left|Arsenal|114|47|10|Germany|1985-06-04|Forward
0|+|17743|Hugo Almeida|Striker|Centre|Hugo Almeida|Hugo Almeida|Pereira de Almeida|Hugo Miguel||359||Besiktas|55|19|9|Portugal|1984-05-23|Forward
0|+|40275|Giovani dos Santos|Second Striker|Left/Centre/Right||dos Santos|dos Santos|Giovani||659|Left|Villarreal|74|15|10|Mexico|1989-05-11|Forward
0|+|34352|Michael Umaña|Central Defender|Centre/Right||Umaña|Umaña|Michael||838||Saprissa|82|1|4|Costa Rica|1982-07-16|Defender
0|+|66905|Jonathan Mensah|Central Defender|Centre||Mensah|Mensah|Jonathan||1219||Evian Thonon Gaillard|26|1|19|Ghana|1990-07-13|Defender
0|+|165210|Alireza Jahanbakhsh|Winger|Right||Jahanbakhsh|Jahanbakhsh|Alireza||1042||N.E.C.|7|1|9|Iran|1993-10-08|Forward
0|+|77711|Tommy Oar|Winger|Left||Oar|Oar|Tommy||575|Left|FC Utrecht|15|1|11|Australia|1991-12-10|Midfielder
0|+|154976|Adnan Januzaj|Attacking Midfielder|Left/Centre/Right||Januzaj|Januzaj|Adnan||360||Manchester United|1|0|20|Belgium|1995-02-05|Midfielder
0|+|60772|Thibaut Courtois|Goalkeeper|Unknown||Courtois|Courtois|Thibaut||360|Right|Chelsea|17|0|1|Belgium|1992-05-11|Goalkeeper
0|+|42484|Giovanni Sio|Second Striker|Centre/Right||Sio|Sio|Giovanni|Guy Yann|1221|Left|Basel|7|0|21|Côte d'Ivoire|1989-03-31|Forward
0|+|154983|Toshihiro Aoyama|Defensive Midfielder|Centre||Aoyama|Aoyama|Toshihiro||1266||Sanfrecce Hiroshima|5|0|14|Japan|1986-02-22|Midfielder
0|+|85352|Bruno Martins Indi|Central Defender|Centre||Martins Indi|Martins Indi|Bruno|Maximiliano|366||Feyenoord|16|2|4|Netherlands|1992-02-08|Defender
0|+|105835|Eduardo Vargas|Striker|Left/Centre||Vargas|Vargas|Eduardo||831|Right|Napoli|30|14|11|Chile|1989-11-20|Forward
0|+|48492|Andrey Eshchenko|Full Back|Left||Eshchenko|Eshchenko|Andrey|Olegovich|536||Anzhi Makhachkala|12|0|22|Russia|1984-02-09|Defender
0|+|80447|Maya Yoshida|Central Defender|Centre||Yoshida|Yoshida|Maya||1266||Southampton|40|2|22|Japan|1988-08-24|Defender
0|+|60800|Emmanuel Badu|Defensive Midfielder|Centre||Badu|Badu|Emmanuel|Agyemang|1219|Right|Udinese|48|7|8|Ghana|1990-12-02|Midfielder
0|+|37121|Makoto Hasebe|Central Midfielder|Centre/Right||Hasebe|Hasebe|Makoto||1266|Right|1. FC Nürnberg|78|2|17|Japan|1984-01-18|Midfielder
0|+|15749|Joe Hart|Goalkeeper|Unknown||Hart|Hart|Joe|Charles Joseph John|114||Manchester City|41|0|1|England|1987-04-19|Goalkeeper
0|+|85388|Emmanuel Emenike|Striker|Centre||Emenike|Emenike|Emmanuel|Chinenye|1216|Right|Fenerbahce|23|9|9|Nigeria|1987-05-10|Forward
0|+|66957|Rémy Cabella|Attacking Midfielder|Left/Centre/Right||Cabella|Cabella|Rémy||368||Montpellier|1|0|7|France|1990-03-08|Midfielder
0|+|87447|Muhamed Besic|Central Defender|Centre||Besic|Besic|Muhamed||537||Ferencváros|9|0|7|Bosnia and Herzegovina|1992-09-10|Defender
